Nome_Município,Nome_UF,Código Município Completo,Quantidade de Beneficiados,Valor
Martins,Rio Grande do Norte,2407401,978,168063.0
Maxaranguape,Rio Grande do Norte,2407500,1002,200983.0
Messias Targino,Rio Grande do Norte,2407609,759,153710.0
Montanhas,Rio Grande do Norte,2407708,1998,466802.0
Monte Alegre,Rio Grande do Norte,2407807,2409,396104.0
Monte das Gameleiras,Rio Grande do Norte,2407906,468,116704.0
Mossoró,Rio Grande do Norte,2408003,16528,2686745.0
Natal,Rio Grande do Norte,2408102,40076,8057925.0
Nísia Floresta,Rio Grande do Norte,2408201,2935,556539.0
Nova Cruz,Rio Grande do Norte,2408300,5924,1387410.0
Olho d'Água do Borges,Rio Grande do Norte,2408409,590,88676.0
Ouro Branco,Rio Grande do Norte,2408508,487,77334.0
Paraná,Rio Grande do Norte,2408607,617,154794.0
Paraú,Rio Grande do Norte,2408706,559,78059.0
Parazinho,Rio Grande do Norte,2408805,799,196370.0
Parelhas,Rio Grande do Norte,2408904,1824,296190.0
Parnamirim,Rio Grande do Norte,2403251,10017,1725911.0
Passa e Fica,Rio Grande do Norte,2409100,2046,535977.0
Passagem,Rio Grande do Norte,2409209,373,60223.0
Patu,Rio Grande do Norte,2409308,2155,403204.0
Pau dos Ferros,Rio Grande do Norte,2409407,3079,471122.0
Pedra Grande,Rio Grande do Norte,2409506,607,172584.0
Pedra Preta,Rio Grande do Norte,2409605,450,116180.0
Pedro Avelino,Rio Grande do Norte,2409704,1109,236552.0
Pedro Velho,Rio Grande do Norte,2409803,2056,524294.0
Pendências,Rio Grande do Norte,2409902,1493,298125.0
Pilões,Rio Grande do Norte,2410009,473,116798.0
Poço Branco,Rio Grande do Norte,2410108,1776,390505.0
Portalegre,Rio Grande do Norte,2410207,944,160715.0
Porto do Mangue,Rio Grande do Norte,2410256,971,260793.0
Pureza,Rio Grande do Norte,2410405,1505,382399.0
Rafael Fernandes,Rio Grande do Norte,2410504,759,192653.0
Rafael Godeiro,Rio Grande do Norte,2410603,422,73006.0
Riacho da Cruz,Rio Grande do Norte,2410702,403,84500.0
Riacho de Santana,Rio Grande do Norte,2410801,574,156669.0
Riachuelo,Rio Grande do Norte,2410900,1205,340664.0
Rio do Fogo,Rio Grande do Norte,2408953,1924,493796.0
Rodolfo Fernandes,Rio Grande do Norte,2411007,575,103355.0
Ruy Barbosa,Rio Grande do Norte,2411106,448,96808.0
Santa Cruz,Rio Grande do Norte,2411205,3993,656774.0
Santa Maria,Rio Grande do Norte,2409332,1113,255201.0
Santana do Matos,Rio Grande do Norte,2411403,1770,248277.0
Santana do Seridó,Rio Grande do Norte,2411429,312,61021.0
Santo Antônio,Rio Grande do Norte,2411502,3913,663432.0
São Bento do Norte,Rio Grande do Norte,2411601,455,85384.0
São Bento do Trairí,Rio Grande do Norte,2411700,851,184462.0
São Fernando,Rio Grande do Norte,2411809,419,67833.0
São Francisco do Oeste,Rio Grande do Norte,2411908,576,140028.0
São Gonçalo do Amarante,Rio Grande do Norte,2412005,9059,1591292.0
São João do Sabugi,Rio Grande do Norte,2412104,599,98234.0
São José de Mipibu,Rio Grande do Norte,2412203,4231,692070.0
São José do Campestre,Rio Grande do Norte,2412302,1982,300628.0
São José do Seridó,Rio Grande do Norte,2412401,316,70311.0
São Miguel,Rio Grande do Norte,2412500,2916,768006.0
São Miguel do Gostoso,Rio Grande do Norte,2412559,1190,269107.0
São Paulo do Potengi,Rio Grande do Norte,2412609,2684,655777.0
São Pedro,Rio Grande do Norte,2412708,993,198046.0
São Rafael,Rio Grande do Norte,2412807,1443,272139.0
São Tomé,Rio Grande do Norte,2412906,1931,413682.0
São Vicente,Rio Grande do Norte,2413003,723,159116.0
Senador Elói de Souza,Rio Grande do Norte,2413102,1359,339918.0
Senador Georgino Avelino,Rio Grande do Norte,2413201,497,101900.0
Serra Caiada,Rio Grande do Norte,2410306,1336,268158.0
Serra de São Bento,Rio Grande do Norte,2413300,1035,286741.0
Serra do Mel,Rio Grande do Norte,2413359,2062,446845.0
Serra Negra do Norte,Rio Grande do Norte,2413409,615,95527.0
Serrinha,Rio Grande do Norte,2413508,1301,261210.0
Serrinha dos Pintos,Rio Grande do Norte,2413557,765,186363.0
Severiano Melo,Rio Grande do Norte,2413607,994,169172.0
Sítio Novo,Rio Grande do Norte,2413706,669,117552.0
Taboleiro Grande,Rio Grande do Norte,2413805,267,46864.0
Taipu,Rio Grande do Norte,2413904,1776,328883.0
Tangará,Rio Grande do Norte,2414001,2372,547035.0
Tenente Ananias,Rio Grande do Norte,2414100,1164,203336.0
Tenente Laurentino Cruz,Rio Grande do Norte,2414159,915,196264.0
Tibau,Rio Grande do Norte,2411056,362,52499.0
Tibau do Sul,Rio Grande do Norte,2414209,1050,180184.0
Timbaúba dos Batistas,Rio Grande do Norte,2414308,225,48030.0
Touros,Rio Grande do Norte,2414407,4745,959764.0
Triunfo Potiguar,Rio Grande do Norte,2414456,776,172422.0
Umarizal,Rio Grande do Norte,2414506,1613,273826.0
Upanema,Rio Grande do Norte,2414605,2003,312460.0
Várzea,Rio Grande do Norte,2414704,840,224390.0
Venha-Ver,Rio Grande do Norte,2414753,598,150062.0
Vera Cruz,Rio Grande do Norte,2414803,1238,172446.0
Viçosa,Rio Grande do Norte,2414902,318,69073.0
Vila Flor,Rio Grande do Norte,2415008,564,165880.0
Água Branca,Paraíba,2500106,1491,396334.0
Aguiar,Paraíba,2500205,774,191913.0
Alagoa Grande,Paraíba,2500304,4492,780913.0
Alagoa Nova,Paraíba,2500403,2399,455857.0
Alagoinha,Paraíba,2500502,2457,606762.0
Alcantil,Paraíba,2500536,719,111374.0
Algodão de Jandaíra,Paraíba,2500577,511,179693.0
Alhandra,Paraíba,2500601,3625,637475.0
Amparo,Paraíba,2500734,450,113586.0
Aparecida,Paraíba,2500775,1141,258620.0
Araçagi,Paraíba,2500809,3183,700996.0
Arara,Paraíba,2500908,2108,383564.0
Araruna,Paraíba,2501005,2453,453994.0
Areia,Paraíba,2501104,3219,588774.0
Areia de Baraúnas,Paraíba,2501153,316,86671.0
Areial,Paraíba,2501203,1135,324362.0
Aroeiras,Paraíba,2501302,3572,969519.0
Assunção,Paraíba,2501351,839,207948.0
Baía da Traição,Paraíba,2501401,1640,387405.0
Bananeiras,Paraíba,2501500,3193,789696.0
Baraúna,Paraíba,2501534,891,200968.0
Barra de Santa Rosa,Paraíba,2501609,2543,616479.0
Barra de Santana,Paraíba,2501575,1123,236969.0
Barra de São Miguel,Paraíba,2501708,1257,300311.0
Bayeux,Paraíba,2501807,11010,2027906.0
Belém,Paraíba,2501906,2278,405516.0
Belém do Brejo do Cruz,Paraíba,2502003,1245,282737.0
Bernardino Batista,Paraíba,2502052,524,160880.0
Boa Ventura,Paraíba,2502102,1061,277510.0
Boa Vista,Paraíba,2502151,733,129089.0
Bom Jesus,Paraíba,2502201,333,79773.0
Bom Sucesso,Paraíba,2502300,810,173947.0
Bonito de Santa Fé,Paraíba,2502409,1518,386250.0
Boqueirão,Paraíba,2502508,3039,709832.0
Borborema,Paraíba,2502706,752,161232.0
Brejo do Cruz,Paraíba,2502805,2074,398518.0
Brejo dos Santos,Paraíba,2502904,1007,249659.0
Caaporã,Paraíba,2503001,3819,753087.0
Cabaceiras,Paraíba,2503100,688,101384.0
Cabedelo,Paraíba,2503209,6698,1532146.0
Cachoeira dos Índios,Paraíba,2503308,1462,299959.0
Cacimba de Areia,Paraíba,2503407,779,185389.0
Cacimba de Dentro,Paraíba,2503506,2760,656442.0
Cacimbas,Paraíba,2503555,1436,425947.0
Caiçara,Paraíba,2503605,1188,263366.0
Cajazeiras,Paraíba,2503704,7812,1922773.0
Cajazeirinhas,Paraíba,2503753,777,217502.0
Caldas Brandão,Paraíba,2503803,1110,244136.0
Camalaú,Paraíba,2503902,1087,220204.0
Campina Grande,Paraíba,2504009,21795,3026390.0
Capim,Paraíba,2504033,1102,270686.0
Caraúbas,Paraíba,2504074,679,108024.0
Carrapateira,Paraíba,2504108,397,83281.0
Casserengue,Paraíba,2504157,1257,335843.0
Catingueira,Paraíba,2504207,874,237510.0
Catolé do Rocha,Paraíba,2504306,3931,653292.0
Caturité,Paraíba,2504355,831,223671.0
Conceição,Paraíba,2504405,3127,700989.0
Condado,Paraíba,2504504,1140,305482.0
Conde,Paraíba,2504603,4724,1027971.0
Congo,Paraíba,2504702,928,189091.0
Coremas,Paraíba,2504801,2721,775013.0
Coxixola,Paraíba,2504850,352,70343.0
Cruz do Espírito Santo,Paraíba,2504900,3567,637055.0
Cubati,Paraíba,2505006,1342,264104.0
Cuité,Paraíba,2505105,3722,839773.0
Cuité de Mamanguape,Paraíba,2505238,1568,284454.0
Cuitegi,Paraíba,2505204,1046,181119.0
Curral de Cima,Paraíba,2505279,1193,309641.0
Curral Velho,Paraíba,2505303,407,103976.0
Damião,Paraíba,2505352,937,246550.0
Desterro,Paraíba,2505402,1892,437102.0
Diamante,Paraíba,2505600,1103,248566.0
Dona Inês,Paraíba,2505709,1686,437739.0
Duas Estradas,Paraíba,2505808,697,145125.0
Emas,Paraíba,2505907,553,114248.0
Esperança,Paraíba,2506004,5142,1106635.0
Fagundes,Paraíba,2506103,2043,487263.0
Frei Martinho,Paraíba,2506202,452,108065.0
Gado Bravo,Paraíba,2506251,1750,443312.0
Guarabira,Paraíba,2506301,4888,996621.0
Gurinhém,Paraíba,2506400,2293,600781.0
Gurjão,Paraíba,2506509,590,139928.0
Ibiara,Paraíba,2506608,990,173669.0
Igaracy,Paraíba,2502607,1046,247113.0
Imaculada,Paraíba,2506707,1705,482320.0
Ingá,Paraíba,2506806,4184,945447.0
Itabaiana,Paraíba,2506905,4637,792551.0
Itaporanga,Paraíba,2507002,2555,408767.0
Itapororoca,Paraíba,2507101,2671,499454.0
Itatuba,Paraíba,2507200,2006,503280.0
Jacaraú,Paraíba,2507309,2777,627181.0
Jericó,Paraíba,2507408,1168,202526.0
João Pessoa,Paraíba,2507507,53043,10018253.0
Joca Claudino,Paraíba,2513653,398,105901.0
Juarez Távora,Paraíba,2507606,1482,253207.0
Juazeirinho,Paraíba,2507705,2489,407655.0
Junco do Seridó,Paraíba,2507804,1013,187373.0
Juripiranga,Paraíba,2507903,1424,345991.0
Juru,Paraíba,2508000,1543,338557.0
Lagoa,Paraíba,2508109,800,196061.0
Lagoa de Dentro,Paraíba,2508208,1400,378713.0
Lagoa Seca,Paraíba,2508307,3174,504632.0
Lastro,Paraíba,2508406,467,136666.0
Livramento,Paraíba,2508505,1242,347210.0
Logradouro,Paraíba,2508554,602,136437.0
Lucena,Paraíba,2508604,1551,277753.0
Mãe d'Água,Paraíba,2508703,682,165543.0
Malta,Paraíba,2508802,881,197265.0
Mamanguape,Paraíba,2508901,6285,1141559.0
Manaíra,Paraíba,2509008,1794,318741.0
Marcação,Paraíba,2509057,1827,436203.0
Mari,Paraíba,2509107,3741,932414.0
Marizópolis,Paraíba,2509156,1171,291548.0
Massaranduba,Paraíba,2509206,2019,352681.0
Mataraca,Paraíba,2509305,1525,338656.0
Matinhas,Paraíba,2509339,712,191413.0
Mato Grosso,Paraíba,2509370,403,94651.0
Maturéia,Paraíba,2509396,1140,176194.0
Mogeiro,Paraíba,2509404,2748,744211.0
Montadas,Paraíba,2509503,1063,273933.0
Monte Horebe,Paraíba,2509602,722,194633.0
Monteiro,Paraíba,2509701,5239,901684.0
Mulungu,Paraíba,2509800,1654,374355.0
Natuba,Paraíba,2509909,1201,259150.0
Nazarezinho,Paraíba,2510006,1280,352292.0
Nova Floresta,Paraíba,2510105,1940,536162.0
Nova Olinda,Paraíba,2510204,1152,261724.0
Nova Palmeira,Paraíba,2510303,532,103846.0
Olho d'Água,Paraíba,2510402,1127,289887.0
Olivedos,Paraíba,2510501,619,131720.0
Ouro Velho,Paraíba,2510600,571,113462.0
Parari,Paraíba,2510659,224,45767.0
Passagem,Paraíba,2510709,444,112972.0
Patos,Paraíba,2510808,9626,1570296.0
Paulista,Paraíba,2510907,1720,348003.0
Pedra Branca,Paraíba,2511004,489,116462.0
Pedra Lavrada,Paraíba,2511103,994,184634.0
Pedras de Fogo,Paraíba,2511202,4452,873934.0
Pedro Régis,Paraíba,2512721,973,191158.0
Piancó,Paraíba,2511301,2619,515130.0
Picuí,Paraíba,2511400,2919,751315.0
Pilar,Paraíba,2511509,1815,423826.0
Pilões,Paraíba,2511608,1378,391721.0
Pilõezinhos,Paraíba,2511707,1068,265251.0
Pirpirituba,Paraíba,2511806,1409,265219.0
Pitimbu,Paraíba,2511905,3289,777273.0
Pocinhos,Paraíba,2512002,2958,863513.0
Poço Dantas,Paraíba,2512036,595,170248.0
Poço de José de Moura,Paraíba,2512077,548,142964.0
Pombal,Paraíba,2512101,4142,867273.0
Prata,Paraíba,2512200,661,107904.0
Princesa Isabel,Paraíba,2512309,2902,692848.0
Puxinanã,Paraíba,2512408,2032,344490.0
Queimadas,Paraíba,2512507,6109,1078451.0
Quixaba,Paraíba,2512606,311,80358.0
Remígio,Paraíba,2512705,2882,834028.0
Riachão,Paraíba,2512747,450,75185.0
Riachão do Bacamarte,Paraíba,2512754,736,189027.0
Riachão do Poço,Paraíba,2512762,897,226211.0
Riacho de Santo Antônio,Paraíba,2512788,354,81800.0
Riacho dos Cavalos,Paraíba,2512804,1520,300951.0
Rio Tinto,Paraíba,2512903,3939,711208.0
Salgadinho,Paraíba,2513000,602,173141.0
Salgado de São Félix,Paraíba,2513109,1773,459953.0
Santa Cecília,Paraíba,2513158,1110,229140.0
Santa Cruz,Paraíba,2513208,762,201137.0
Santa Helena,Paraíba,2513307,1392,331203.0
Santa Inês,Paraíba,2513356,634,152864.0
Santa Luzia,Paraíba,2513406,2048,380185.0
Santa Rita,Paraíba,2513703,11430,1830037.0
Santa Teresinha,Paraíba,2513802,776,211274.0
Santana de Mangueira,Paraíba,2513505,704,121589.0
Santana dos Garrotes,Paraíba,2513604,1178,344022.0
Santo André,Paraíba,2513851,378,79953.0
São Bentinho,Paraíba,2513927,566,144529.0
São Bento,Paraíba,2513901,3493,600592.0
São Domingos,Paraíba,2513968,371,60490.0
São Domingos do Cariri,Paraíba,2513943,340,61117.0
São Francisco,Paraíba,2513984,436,107509.0
São João do Cariri,Paraíba,2514008,663,151818.0
São João do Rio do Peixe,Paraíba,2500700,2478,660244.0
São João do Tigre,Paraíba,2514107,941,215420.0
São José da Lagoa Tapada,Paraíba,2514206,1148,245459.0
São José de Caiana,Paraíba,2514305,1056,287716.0
São José de Espinharas,Paraíba,2514404,668,155351.0
São José de Piranhas,Paraíba,2514503,2907,806657.0
São José de Princesa,Paraíba,2514552,591,146763.0
São José do Bonfim,Paraíba,2514602,604,135803.0
São José do Brejo do Cruz,Paraíba,2514651,262,71583.0
São José do Sabugi,Paraíba,2514701,527,88265.0
São José dos Cordeiros,Paraíba,2514800,538,134501.0
São José dos Ramos,Paraíba,2514453,1069,271729.0
São Mamede,Paraíba,2514909,992,212039.0
São Miguel de Taipu,Paraíba,2515005,1414,347814.0
São Sebastião de Lagoa de Roça,Paraíba,2515104,1413,298558.0
São Sebastião do Umbuzeiro,Paraíba,2515203,479,72516.0
São Vicente do Seridó,Paraíba,2515401,1947,430480.0
Sapé,Paraíba,2515302,9238,2308636.0
Serra Branca,Paraíba,2515500,2196,489843.0
Serra da Raiz,Paraíba,2515609,326,67169.0
Serra Grande,Paraíba,2515708,546,141893.0
Serra Redonda,Paraíba,2515807,1241,275967.0
Serraria,Paraíba,2515906,1015,189785.0
Sertãozinho,Paraíba,2515930,511,92055.0
Sobrado,Paraíba,2515971,1567,423415.0
Solânea,Paraíba,2516003,4251,726675.0
Soledade,Paraíba,2516102,1866,357017.0
Sossêgo,Paraíba,2516151,725,150442.0
Sousa,Paraíba,2516201,10863,2791999.0
Sumé,Paraíba,2516300,2652,455808.0
Tacima,Paraíba,2516409,1414,358531.0
Taperoá,Paraíba,2516508,2722,656097.0
Tavares,Paraíba,2516607,2298,651393.0
Teixeira,Paraíba,2516706,2770,776397.0
Tenório,Paraíba,2516755,383,60411.0
Triunfo,Paraíba,2516805,1547,393386.0
Uiraúna,Paraíba,2516904,1822,384782.0
Umbuzeiro,Paraíba,2517001,1345,383539.0
Várzea,Paraíba,2517100,305,58974.0
Vieirópolis,Paraíba,2517209,747,199736.0
Vista Serrana,Paraíba,2505501,478,118189.0
Zabelê,Paraíba,2517407,331,72076.0
Abreu e Lima,Pernambuco,2600054,15758,2525923.0
Afogados da Ingazeira,Pernambuco,2600104,4630,759278.0
Afrânio,Pernambuco,2600203,4280,991607.0
Agrestina,Pernambuco,2600302,4005,1010653.0
Água Preta,Pernambuco,2600401,4035,626509.0
Águas Belas,Pernambuco,2600500,9289,2536746.0
Alagoinha,Pernambuco,2600609,2434,435369.0
Aliança,Pernambuco,2600708,6177,1351144.0
Altinho,Pernambuco,2600807,4218,878755.0
Amaraji,Pernambuco,2600906,2905,463593.0
Angelim,Pernambuco,2601003,1864,494910.0
Araçoiaba,Pernambuco,2601052,3515,854810.0
Araripina,Pernambuco,2601102,15012,3488788.0
Arcoverde,Pernambuco,2601201,7368,1286685.0
Barra de Guabiraba,Pernambuco,2601300,1900,280615.0
Barreiros,Pernambuco,2601409,8152,1534587.0
Belém de Maria,Pernambuco,2601508,2367,481871.0
Belém do São Francisco,Pernambuco,2601607,4396,1161122.0
Belo Jardim,Pernambuco,2601706,10822,2236271.0
Betânia,Pernambuco,2601805,2180,506934.0
Bezerros,Pernambuco,2601904,11446,1982610.0
Bodocó,Pernambuco,2602001,7329,1278740.0
Bom Conselho,Pernambuco,2602100,7437,1363510.0
Bom Jardim,Pernambuco,2602209,7478,1569101.0
Bonito,Pernambuco,2602308,6869,1273466.0
Brejão,Pernambuco,2602407,1704,433442.0
Brejinho,Pernambuco,2602506,1321,272172.0
Brejo da Madre de Deus,Pernambuco,2602605,7975,1217867.0
Buenos Aires,Pernambuco,2602704,2609,471012.0
Buíque,Pernambuco,2602803,8853,1998653.0
Cabo de Santo Agostinho,Pernambuco,2602902,19672,3465186.0
Cabrobó,Pernambuco,2603009,6384,1586078.0
Cachoeirinha,Pernambuco,2603108,3158,484691.0
Caetés,Pernambuco,2603207,4772,1308757.0
Calçado,Pernambuco,2603306,1642,334945.0
Calumbi,Pernambuco,2603405,1304,334453.0
Camaragibe,Pernambuco,2603454,10810,1604099.0
Camocim de São Félix,Pernambuco,2603504,3602,861054.0
Camutanga,Pernambuco,2603603,1455,281768.0
Canhotinho,Pernambuco,2603702,3399,730765.0
Capoeiras,Pernambuco,2603801,2941,640840.0
Carnaíba,Pernambuco,2603900,2297,460549.0
Carnaubeira da Penha,Pernambuco,2603926,2302,696457.0
Carpina,Pernambuco,2604007,9640,1731072.0
Caruaru,Pernambuco,2604106,27297,4368059.0
Casinhas,Pernambuco,2604155,2543,656767.0
Catende,Pernambuco,2604205,8010,1794099.0
Cedro,Pernambuco,2604304,1612,387684.0
Chã de Alegria,Pernambuco,2604403,2333,539399.0
Chã Grande,Pernambuco,2604502,3893,647076.0
Condado,Pernambuco,2604601,2618,550915.0
Correntes,Pernambuco,2604700,3502,863035.0
Cortês,Pernambuco,2604809,2199,407861.0
Cumaru,Pernambuco,2604908,3767,836368.0
Cupira,Pernambuco,2605004,3348,574631.0
Custódia,Pernambuco,2605103,6445,1532242.0
Dormentes,Pernambuco,2605152,1944,343417.0
Escada,Pernambuco,2605202,10843,2063416.0
Exu,Pernambuco,2605301,6345,1717640.0
Feira Nova,Pernambuco,2605400,4949,959494.0
Fernando de Noronha,Pernambuco,2605459,4,874.0
Ferreiros,Pernambuco,2605509,1439,342834.0
Flores,Pernambuco,2605608,3804,913647.0
Floresta,Pernambuco,2605707,4893,1069448.0
Frei Miguelinho,Pernambuco,2605806,3211,767676.0
Gameleira,Pernambuco,2605905,4310,749232.0
Garanhuns,Pernambuco,2606002,16417,3137402.0
Glória do Goitá,Pernambuco,2606101,4357,755075.0
Goiana,Pernambuco,2606200,8718,1718404.0
Granito,Pernambuco,2606309,1465,375757.0
Gravatá,Pernambuco,2606408,11938,2520634.0
Iati,Pernambuco,2606507,3685,940675.0
Ibimirim,Pernambuco,2606606,4744,734633.0
Ibirajuba,Pernambuco,2606705,1228,230047.0
Igarassu,Pernambuco,2606804,13433,2577273.0
Iguaracy,Pernambuco,2606903,2096,510440.0
Ilha de Itamaracá,Pernambuco,2607604,3459,754924.0
Inajá,Pernambuco,2607000,4780,1370795.0
Ingazeira,Pernambuco,2607109,796,209127.0
Ipojuca,Pernambuco,2607208,11599,2176103.0
Ipubi,Pernambuco,2607307,4866,1024133.0
Itacuruba,Pernambuco,2607406,823,231963.0
Itaíba,Pernambuco,2607505,4873,1260702.0
Itambé,Pernambuco,2607653,4467,936759.0
Itapetim,Pernambuco,2607703,2410,564885.0
Itapissuma,Pernambuco,2607752,3221,639614.0
Itaquitinga,Pernambuco,2607802,1956,370018.0
Jaboatão dos Guararapes,Pernambuco,2607901,56016,9163693.0
Jaqueira,Pernambuco,2607950,1790,354802.0
Jataúba,Pernambuco,2608008,3879,628074.0
Jatobá,Pernambuco,2608057,2035,478579.0
João Alfredo,Pernambuco,2608107,3807,730749.0
Joaquim Nabuco,Pernambuco,2608206,2799,582242.0
Jucati,Pernambuco,2608255,1716,364594.0
Jupi,Pernambuco,2608305,2286,400914.0
Jurema,Pernambuco,2608404,2846,606001.0
Lagoa de Itaenga,Pernambuco,2608503,2459,436726.0
Lagoa do Carro,Pernambuco,2608453,2567,554464.0
Lagoa do Ouro,Pernambuco,2608602,2126,448331.0
Lagoa dos Gatos,Pernambuco,2608701,3048,724855.0
Lagoa Grande,Pernambuco,2608750,3319,653112.0
Lajedo,Pernambuco,2608800,6137,1340154.0
Limoeiro,Pernambuco,2608909,7564,1252466.0
Macaparana,Pernambuco,2609006,2675,453956.0
Machados,Pernambuco,2609105,2044,430399.0
Manari,Pernambuco,2609154,3783,1103311.0
Maraial,Pernambuco,2609204,2022,482522.0
Mirandiba,Pernambuco,2609303,2221,515580.0
Moreilândia,Pernambuco,2614303,2181,513574.0
Moreno,Pernambuco,2609402,8863,1585504.0
Nazaré da Mata,Pernambuco,2609501,2923,602234.0
Olinda,Pernambuco,2609600,29490,4625579.0
Orobó,Pernambuco,2609709,3346,615546.0
Orocó,Pernambuco,2609808,3263,886485.0
Ouricuri,Pernambuco,2609907,10637,2246672.0
Palmares,Pernambuco,2610004,9455,1923513.0
Palmeirina,Pernambuco,2610103,1677,398117.0
Panelas,Pernambuco,2610202,3700,725486.0
Paranatama,Pernambuco,2610301,2566,583873.0
Parnamirim,Pernambuco,2610400,2799,704161.0
Passira,Pernambuco,2610509,4862,711659.0
Paudalho,Pernambuco,2610608,8951,1997461.0
Paulista,Pernambuco,2610707,31025,5420283.0
Pedra,Pernambuco,2610806,4685,957831.0
Pesqueira,Pernambuco,2610905,12489,2707407.0
Petrolândia,Pernambuco,2611002,4744,944294.0
Petrolina,Pernambuco,2611101,26505,5237879.0
Poção,Pernambuco,2611200,2479,580088.0
Pombos,Pernambuco,2611309,5094,1139594.0
Primavera,Pernambuco,2611408,2266,405921.0
Quipapá,Pernambuco,2611507,3481,848935.0
Quixaba,Pernambuco,2611533,1066,238016.0
Recife,Pernambuco,2611606,82639,11579990.0
Riacho das Almas,Pernambuco,2611705,3846,712579.0
Ribeirão,Pernambuco,2611804,5457,825535.0
Rio Formoso,Pernambuco,2611903,2789,719283.0
Sairé,Pernambuco,2612000,2194,444107.0
Salgadinho,Pernambuco,2612109,1262,241876.0
Salgueiro,Pernambuco,2612208,6450,1021483.0
Saloá,Pernambuco,2612307,2577,744019.0
Sanharó,Pernambuco,2612406,3352,622701.0
Santa Cruz,Pernambuco,2612455,2197,568679.0
Santa Cruz da Baixa Verde,Pernambuco,2612471,1589,270533.0
Santa Cruz do Capibaribe,Pernambuco,2612505,11965,2084843.0
Santa Filomena,Pernambuco,2612554,2334,509382.0
Santa Maria da Boa Vista,Pernambuco,2612604,8294,1988505.0
Santa Maria do Cambucá,Pernambuco,2612703,2704,588541.0
Santa Terezinha,Pernambuco,2612802,1620,388757.0
São Benedito do Sul,Pernambuco,2612901,1846,460688.0
São Bento do Una,Pernambuco,2613008,6911,1641077.0
São Caitano,Pernambuco,2613107,4790,967404.0
São João,Pernambuco,2613206,3954,910135.0
São Joaquim do Monte,Pernambuco,2613305,4220,840776.0
São José da Coroa Grande,Pernambuco,2613404,2483,585970.0
São José do Belmonte,Pernambuco,2613503,5722,1522767.0
São José do Egito,Pernambuco,2613602,4898,835703.0
São Lourenço da Mata,Pernambuco,2613701,10982,1852044.0
São Vicente Férrer,Pernambuco,2613800,2423,491116.0
Serra Talhada,Pernambuco,2613909,8661,1658736.0
Serrita,Pernambuco,2614006,2782,624744.0
Sertânia,Pernambuco,2614105,5467,1119039.0
Sirinhaém,Pernambuco,2614204,4210,857673.0
Solidão,Pernambuco,2614402,812,222595.0
Surubim,Pernambuco,2614501,9576,2558650.0
Tabira,Pernambuco,2614600,4991,1196724.0
Tacaimbó,Pernambuco,2614709,2789,687880.0
Tacaratu,Pernambuco,2614808,3050,663136.0
Tamandaré,Pernambuco,2614857,2729,580011.0
Taquaritinga do Norte,Pernambuco,2615003,3215,504292.0
Terezinha,Pernambuco,2615102,1118,305493.0
Terra Nova,Pernambuco,2615201,1458,357011.0
Timbaúba,Pernambuco,2615300,4698,776842.0
Toritama,Pernambuco,2615409,4199,654533.0
Tracunhaém,Pernambuco,2615508,2145,394039.0
Trindade,Pernambuco,2615607,4852,1112702.0
Triunfo,Pernambuco,2615706,1830,307877.0
Tupanatinga,Pernambuco,2615805,4587,1131203.0
Tuparetama,Pernambuco,2615904,1457,355001.0
Venturosa,Pernambuco,2616001,2736,502823.0
Verdejante,Pernambuco,2616100,1186,275051.0
Vertente do Lério,Pernambuco,2616183,1609,328764.0
Vertentes,Pernambuco,2616209,2585,407325.0
Vicência,Pernambuco,2616308,3430,604791.0
Vitória de Santo Antão,Pernambuco,2616407,21717,3679345.0
Xexéu,Pernambuco,2616506,2469,479141.0
Água Branca,Alagoas,2700102,2768,849538.0
Anadia,Alagoas,2700201,2535,456387.0
Arapiraca,Alagoas,2700300,17809,3398648.0
Atalaia,Alagoas,2700409,7182,1368933.0
Barra de Santo Antônio,Alagoas,2700508,3737,699295.0
Barra de São Miguel,Alagoas,2700607,1181,252000.0
Batalha,Alagoas,2700706,3140,730351.0
Belém,Alagoas,2700805,838,181609.0
Belo Monte,Alagoas,2700904,1252,305025.0
Boca da Mata,Alagoas,2701001,3487,744819.0
Branquinha,Alagoas,2701100,1841,309170.0
Cacimbinhas,Alagoas,2701209,1942,439408.0
Cajueiro,Alagoas,2701308,3255,583192.0
Campestre,Alagoas,2701357,1367,271275.0
Campo Alegre,Alagoas,2701407,5540,889893.0
Campo Grande,Alagoas,2701506,2213,633457.0
Canapi,Alagoas,2701605,4092,1132338.0
Capela,Alagoas,2701704,2069,425032.0
Carneiros,Alagoas,2701803,1663,493517.0
Chã Preta,Alagoas,2701902,1167,336634.0
Coité do Nóia,Alagoas,2702009,1434,310954.0
Colônia Leopoldina,Alagoas,2702108,3974,820503.0
Coqueiro Seco,Alagoas,2702207,654,113887.0
Coruripe,Alagoas,2702306,4891,856464.0
Craíbas,Alagoas,2702355,3632,977810.0
Delmiro Gouveia,Alagoas,2702405,5882,1183297.0
Dois Riachos,Alagoas,2702504,1747,273279.0
Estrela de Alagoas,Alagoas,2702553,2372,575589.0
Feira Grande,Alagoas,2702603,4030,846770.0
Feliz Deserto,Alagoas,2702702,624,100135.0
Flexeiras,Alagoas,2702801,2020,394498.0
Girau do Ponciano,Alagoas,2702900,5397,1515577.0
Ibateguara,Alagoas,2703007,2228,467064.0
Igaci,Alagoas,2703106,4572,1205239.0
